Season,name,position,team,total_points,bps,clean_sheets,minutes,bonus,influence,ict_index,saves,value,selected,penalties_saved,transfers_in
2019-20,Lukasz Fabianski,GK,West Ham,10,31,1,90,3,32.4,3.2,5,5.0,295453,0,14357
2019-20,Bernd Leno,GK,Arsenal,2,21,0,90,0,45.4,4.5,8,5.0,415601,0,28035
2019-20,Ben Foster,GK,Watford,1,12,0,90,0,17.0,1.7,2,4.9,127637,0,2311
2019-20,Aaron Ramsdale,GK,Arsenal,3,19,0,90,0,33.6,3.4,4,4.5,22068,0,3887
2019-20,Jordan Pickford,GK,Everton,2,14,0,90,0,21.0,2.1,3,5.6,792254,0,31291
2019-20,Ederson Santana de Moraes,GK,Man City,1,8,0,90,0,3.4,0.3,0,6.1,1507919,0,72978
2019-20,Tim Krul,GK,Norwich,3,23,0,90,0,51.0,5.1,6,4.5,87937,0,3966
2019-20,David de Gea,GK,Man Utd,9,26,1,90,2,22.4,2.2,3,5.6,1194637,0,16217
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,0,9,0,90,0,10.2,1.0,1,5.1,660120,0,99465
2019-20,Dean Henderson,GK,Man Utd,4,22,0,90,0,40.8,5.9,6,4.5,151288,0,17750
2019-20,Angus Gunn,GK,Norwich,9,28,1,90,2,27.0,2.7,4,4.5,107820,0,44290
2019-20,Vicente Guaita,GK,Crystal Palace,0,13,0,90,0,16.2,1.6,2,5.0,42174,0,8064
2019-20,Kepa Arrizabalaga,GK,Chelsea,2,18,0,90,0,27.2,2.7,3,5.5,334228,0,5299
2019-20,Nick Pope,GK,Burnley,3,19,0,90,0,31.4,3.1,4,4.6,870790,0,183463
2019-20,Kasper Schmeichel,GK,Leicester,3,19,0,90,0,30.2,4.0,4,5.0,427766,0,15655
2019-20,Mathew Ryan,GK,Brighton,2,8,0,90,0,2.8,0.3,0,4.6,893926,0,14353
2019-20,Hugo Lloris,GK,Spurs,8,33,1,90,0,42.2,4.2,6,5.5,563001,0,31792
2019-20,Martin Dubravka,GK,Newcastle,2,15,0,90,0,32.6,3.3,5,5.0,61743,0,1092
2019-20,Adrián San Miguel del Castillo,GK,Liverpool,2,7,0,90,0,4.6,0.5,0,4.6,433745,0,109913
2019-20,Hugo Lloris,GK,Spurs,3,20,0,90,0,40.8,4.1,6,5.5,548755,0,19252
2019-20,Bernd Leno,GK,Arsenal,3,21,0,90,0,29.6,3.0,7,5.0,402670,0,19796
2019-20,Jordan Pickford,GK,Everton,2,16,0,90,0,28.2,2.8,3,5.6,795798,0,45561
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,2,10,0,90,0,20.6,2.1,3,5.0,573928,0,143906
2019-20,Adrián San Miguel del Castillo,GK,Liverpool,6,25,1,90,0,20.8,2.1,2,4.5,330807,0,107126
2019-20,Nick Pope,GK,Burnley,2,23,0,90,0,32.2,3.2,5,4.5,693050,0,143033
2019-20,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,12.2,1.2,1,6.1,1473362,0,74003
2019-20,Dean Henderson,GK,Man Utd,2,14,0,90,0,23.6,2.4,3,4.5,137004,0,19582
2019-20,Tom Heaton,GK,Man Utd,3,16,0,90,0,24.0,2.4,4,4.5,450357,0,63932
2019-20,Vicente Guaita,GK,Crystal Palace,6,26,1,90,0,18.4,1.8,2,5.0,37092,0,6176
2019-20,Ben Foster,GK,Watford,5,21,0,90,2,25.4,2.5,4,4.9,135423,0,2223
2019-20,Tim Krul,GK,Norwich,2,19,0,90,0,39.8,4.0,5,4.5,89710,0,8365
2019-20,Lukasz Fabianski,GK,West Ham,7,26,1,90,0,20.0,2.0,3,5.0,289393,0,8439
2019-20,Aaron Ramsdale,GK,Arsenal,1,13,0,90,0,13.0,1.3,2,4.5,19406,0,7190
2019-20,Martin Dubravka,GK,Newcastle,3,13,0,90,0,14.0,1.4,3,5.0,66281,0,8846
2019-20,Mathew Ryan,GK,Brighton,0,19,0,90,0,21.6,2.2,2,4.6,940325,0,28369
2019-20,Kepa Arrizabalaga,GK,Chelsea,1,19,0,90,0,10.2,1.0,2,5.5,365386,0,25511
2019-20,Kasper Schmeichel,GK,Leicester,2,9,0,90,0,7.2,0.7,1,5.0,433234,0,34190
2019-20,Angus Gunn,GK,Norwich,5,23,0,90,1,45.8,4.6,7,4.5,64626,0,14328
2019-20,David de Gea,GK,Man Utd,2,10,0,90,0,10.4,1.0,1,5.6,1297883,0,47132
2019-20,Martin Dubravka,GK,Newcastle,6,25,1,90,0,14.2,1.4,2,5.0,57057,0,735
2019-20,Nick Pope,GK,Burnley,2,14,0,90,0,9.4,0.9,2,4.5,573817,0,127275
2019-20,Hugo Lloris,GK,Spurs,2,12,0,90,0,19.2,1.9,2,5.5,572671,0,43660
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,3,16,0,90,0,23.0,2.3,3,5.0,414601,0,96068
2019-20,Aaron Ramsdale,GK,Arsenal,1,12,0,90,0,19.0,1.9,2,4.5,13643,0,5460
2019-20,Ederson Santana de Moraes,GK,Man City,3,17,0,90,0,44.6,4.5,6,6.1,1434805,0,55218
2019-20,Adrián San Miguel del Castillo,GK,Liverpool,2,10,0,90,0,9.2,0.9,2,4.5,226686,0,64235
2019-20,Bernd Leno,GK,Arsenal,1,13,0,90,0,19.0,1.9,2,5.0,409348,0,23145
2019-20,Ben Foster,GK,Watford,3,26,0,90,0,59.6,7.0,7,5.0,144821,0,1588
2019-20,Vicente Guaita,GK,Crystal Palace,1,10,0,90,0,14.0,1.4,2,5.0,31680,0,1434
2019-20,Dean Henderson,GK,Man Utd,1,7,0,90,0,1.8,0.2,0,4.5,124839,0,28603
2019-20,David de Gea,GK,Man Utd,1,9,0,90,0,10.0,1.0,1,5.6,1329773,0,118498
2019-20,Angus Gunn,GK,Norwich,7,26,1,90,0,21.6,2.2,3,4.5,51272,0,3113
2019-20,Mathew Ryan,GK,Brighton,1,13,0,90,0,15.0,1.5,2,4.6,1001596,0,89567
2019-20,Lukasz Fabianski,GK,West Ham,2,14,0,90,0,17.8,1.8,2,5.0,298552,0,8079
2019-20,Kasper Schmeichel,GK,Leicester,2,14,0,90,0,21.2,2.1,2,5.0,406036,0,32102
2019-20,Tim Krul,GK,Norwich,2,19,0,90,0,32.8,3.3,5,4.5,82843,0,4539
2019-20,Kepa Arrizabalaga,GK,Chelsea,2,14,0,90,0,24.0,2.4,3,5.5,354050,0,18678
2019-20,Tom Heaton,GK,Man Utd,6,23,1,90,0,11.4,1.1,1,4.5,400918,0,13782
2019-20,Jordan Pickford,GK,Everton,1,11,0,90,0,7.2,0.7,1,5.6,789207,0,107580
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,9,25,0,90,2,29.8,3.0,1,5.0,297138,1,14551
2019-20,David de Gea,GK,Man Utd,2,11,0,90,0,13.0,1.3,1,5.6,1214601,0,394301
2019-20,Kepa Arrizabalaga,GK,Chelsea,2,18,0,90,0,23.0,2.3,2,5.5,348004,0,52472
2019-20,Kasper Schmeichel,GK,Leicester,3,18,0,90,0,36.6,3.7,4,5.0,379621,0,23363
2019-20,Dean Henderson,GK,Man Utd,9,29,1,90,2,22.2,2.2,4,4.5,93399,0,7559
2019-20,Vicente Guaita,GK,Crystal Palace,2,16,0,90,0,23.6,2.4,2,5.0,34685,0,8505
2019-20,Hugo Lloris,GK,Spurs,3,28,0,90,0,56.6,5.7,8,5.5,538741,0,39438
2019-20,Ederson Santana de Moraes,GK,Man City,1,14,0,90,0,5.0,0.5,0,6.1,1436012,0,325392
2019-20,Aaron Ramsdale,GK,Arsenal,4,24,0,90,0,39.8,4.0,6,4.5,8566,0,3794
2019-20,Adrián San Miguel del Castillo,GK,Liverpool,3,12,0,90,0,12.2,1.2,3,4.5,178033,0,163790
2019-20,Ben Foster,GK,Watford,2,9,0,90,0,10.6,1.1,1,5.0,157064,0,2285
2019-20,Angus Gunn,GK,Norwich,2,16,0,90,0,30.2,3.0,4,4.5,49588,0,1311
2019-20,Tom Heaton,GK,Man Utd,1,7,0,90,0,12.2,1.2,2,4.5,421787,0,40561
2019-20,Tim Krul,GK,Norwich,2,15,0,90,0,25.6,2.6,2,4.5,80830,0,5953
2019-20,Mathew Ryan,GK,Brighton,2,12,0,90,0,19.4,1.9,2,4.5,951271,0,163900
2019-20,Jordan Pickford,GK,Everton,6,26,1,90,0,15.8,1.6,2,5.5,670856,0,116840
2019-20,Lukasz Fabianski,GK,West Ham,3,17,0,90,0,23.2,2.3,3,5.0,308584,0,19977
2019-20,Martin Dubravka,GK,Newcastle,2,18,0,90,0,38.6,3.9,5,5.0,61288,0,3381
2019-20,Bernd Leno,GK,Arsenal,3,15,0,90,0,26.4,2.6,3,5.0,443302,0,113328
2019-20,Nick Pope,GK,Burnley,3,24,0,90,0,54.0,6.6,7,4.5,457584,0,82331
2019-20,Kepa Arrizabalaga,GK,Chelsea,0,9,0,90,0,7.0,0.7,1,5.5,282338,0,0
2019-20,David de Gea,GK,Man Utd,10,34,1,90,2,43.2,4.3,7,5.5,610697,0,0
2019-20,Kasper Schmeichel,GK,Leicester,6,23,1,90,0,15.8,1.6,2,5.0,330914,0,0
2019-20,Martin Dubravka,GK,Newcastle,2,9,0,90,0,11.0,1.1,1,5.0,56134,0,0
2019-20,Bernd Leno,GK,Arsenal,7,27,1,90,1,18.0,1.8,2,5.0,276322,0,0
2019-20,Rui Pedro dos Santos Patrício,GK,Wolves,6,23,1,90,0,7.8,0.8,1,5.0,271369,0,0
2019-20,Hugo Lloris,GK,Spurs,3,13,0,90,0,21.4,2.1,3,5.5,514748,0,0
2019-20,Tom Heaton,GK,Man Utd,2,15,0,90,0,24.2,2.4,3,4.5,368460,0,0
2019-20,Aaron Ramsdale,GK,Arsenal,2,11,0,90,0,9.8,1.0,2,4.5,3091,0,0
2019-20,Ben Foster,GK,Watford,1,9,0,90,0,10.0,1.0,1,5.0,168877,0,0
2019-20,Dean Henderson,GK,Man Utd,2,12,0,90,0,13.6,1.4,2,4.5,80682,0,0
2019-20,Angus Gunn,GK,Norwich,1,10,0,90,0,9.8,1.0,1,4.5,49447,0,0
2019-20,Nick Pope,GK,Burnley,8,28,1,90,1,25.6,3.6,3,4.5,344271,0,0
2019-20,Mathew Ryan,GK,Brighton,9,29,1,90,2,25.4,2.5,3,4.5,709131,0,0
2019-20,Vicente Guaita,GK,Crystal Palace,6,24,1,90,0,14.0,1.4,2,5.0,22626,0,0
2019-20,Jordan Pickford,GK,Everton,7,25,1,90,1,20.8,2.1,2,5.5,513077,0,0
2019-20,Ederson Santana de Moraes,GK,Man City,7,26,1,90,0,28.8,2.9,3,6.0,980143,0,0
2019-20,Lukasz Fabianski,GK,West Ham,1,18,0,90,0,28.4,2.8,4,5.0,286631,0,0
2019-20,Adrián San Miguel del Castillo,GK,Liverpool,1,7,0,51,0,10.6,1.1,2,4.5,0,0,0
2019-20,Alisson Ramses Becker,GK,Liverpool,1,7,0,38,0,5.6,0.6,2,6.0,1769075,0,0
2019-20,Tim Krul,GK,Norwich,1,19,0,90,0,30.4,3.0,4,4.5,65462,0,0
2018-19,Ederson Santana de Moraes,GK,Man City,2,11,0,90,0,5.8,0.6,1,5.7,1452156,0,40171
2018-19,Hugo Lloris,GK,Spurs,3,23,0,90,0,48.6,4.9,7,5.4,388767,0,6992
2018-19,Angus Gunn,GK,Norwich,2,8,0,90,0,6.4,0.6,2,4.3,70570,0,5703
2018-19,Alisson Ramses Becker,GK,Liverpool,6,25,1,90,0,19.8,2.0,2,5.9,1476882,0,14471
2018-19,Ben Foster,GK,Watford,1,20,0,90,0,37.0,3.7,5,4.6,537446,0,8905
2018-19,Danny Ward,GK,Leicester,1,2,0,16,0,6.0,0.9,0,4.3,12642,0,80
2018-19,Bernd Leno,GK,Arsenal,3,15,0,90,0,26.0,2.6,3,4.9,251819,0,6049
2018-19,Jordan Pickford,GK,Everton,1,12,0,90,0,12.0,1.2,1,4.9,840491,0,8896
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,2,14,0,90,0,19.4,1.9,3,4.5,501294,0,1817
2018-19,Willy Caballero,GK,Chelsea,7,26,1,90,0,21.0,2.2,3,4.7,8465,0,35
2018-19,Vicente Guaita,GK,Crystal Palace,2,19,0,90,0,38.8,3.9,5,4.3,155173,0,8367
2018-19,Tom Heaton,GK,Man Utd,1,11,0,90,0,20.6,2.1,3,4.8,33117,0,859
2018-19,Lukasz Fabianski,GK,West Ham,4,25,0,90,0,54.0,5.4,7,4.7,901780,0,9064
2018-19,Kasper Schmeichel,GK,Leicester,7,30,1,90,0,29.6,3.0,4,5.0,299126,0,1952
2018-19,Martin Dubravka,GK,Newcastle,6,27,1,90,0,20.2,2.0,2,5.0,63319,0,8112
2018-19,Mathew Ryan,GK,Brighton,1,21,0,90,0,35.8,3.6,5,4.4,311055,0,3262
2018-19,Kasper Schmeichel,GK,Leicester,3,15,0,90,0,34.6,3.5,4,5.0,301417,0,977
2018-19,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,10.2,1.0,2,5.7,1419078,0,26230
2018-19,Mathew Ryan,GK,Brighton,4,19,0,90,0,42.4,4.2,6,4.4,316757,0,1669
2018-19,Bernd Leno,GK,Arsenal,3,15,0,90,0,31.6,3.2,4,4.9,254837,0,11915
2018-19,Kepa Arrizabalaga,GK,Chelsea,7,26,1,90,0,22.8,2.3,3,5.4,310289,0,2685
2018-19,Ben Foster,GK,Watford,3,20,0,90,0,50.0,5.0,6,4.6,538428,0,1785
2018-19,Jonas Lössl,GK,Everton,9,29,0,90,3,50.2,6.0,6,4.4,96850,0,511
2018-19,Martin Dubravka,GK,Newcastle,1,11,0,90,0,10.6,1.1,1,5.0,55744,0,617
2018-19,Alisson Ramses Becker,GK,Liverpool,2,19,0,90,0,26.8,2.7,4,5.9,1479275,0,9142
2018-19,Danny Ward,GK,Leicester,1,-1,0,59,0,0.0,3.3,0,4.3,12737,0,78
2018-19,Vicente Guaita,GK,Crystal Palace,3,22,0,90,0,50.4,5.0,6,4.3,151931,0,27267
2018-19,Will Norris,GK,Burnley,1,3,0,1,0,0.0,0.0,0,3.9,140086,0,2935
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,6,24,1,90,0,13.2,1.3,2,4.5,520649,0,10055
2018-19,Lukasz Fabianski,GK,West Ham,6,22,1,90,0,10.8,1.1,1,4.7,909054,0,12695
2018-19,Fraser Forster,GK,Southampton,2,13,0,90,0,22.2,2.2,3,4.2,37604,0,144
2018-19,Hugo Lloris,GK,Spurs,3,18,0,90,0,39.8,4.0,5,5.4,388804,0,4269
2018-19,Tom Heaton,GK,Man Utd,2,16,0,90,0,30.6,3.1,5,4.8,33263,0,754
2018-19,Jordan Pickford,GK,Everton,6,21,1,90,0,12.2,1.2,1,4.9,848737,0,20562
2018-19,Kepa Arrizabalaga,GK,Chelsea,3,15,0,90,0,22.4,2.2,3,5.4,312315,0,1384
2018-19,Ederson Santana de Moraes,GK,Man City,6,22,1,90,0,2.6,0.3,0,5.6,1401395,0,48089
2018-19,Tom Heaton,GK,Man Utd,3,21,0,90,0,39.4,3.9,5,4.8,33146,0,570
2018-19,Bernd Leno,GK,Arsenal,4,30,0,90,0,68.0,6.8,9,4.9,246862,0,2575
2018-19,Kasper Schmeichel,GK,Leicester,6,27,1,90,0,14.4,2.4,1,5.0,306973,0,827
2018-19,Mathew Ryan,GK,Brighton,2,10,0,90,0,3.8,0.4,0,4.4,332077,0,6564
2018-19,Martin Dubravka,GK,Newcastle,2,12,0,90,0,10.6,1.1,1,5.0,58920,0,2731
2018-19,Ben Foster,GK,Watford,1,9,0,90,0,3.6,0.4,1,4.6,564049,0,3785
2018-19,Angus Gunn,GK,Norwich,1,7,0,90,0,8.4,0.8,2,4.3,65410,0,3352
2018-19,Danny Ward,GK,Leicester,1,8,0,29,0,15.6,10.4,0,4.3,12751,0,52
2018-19,Vicente Guaita,GK,Crystal Palace,8,26,1,90,1,22.2,2.2,3,4.2,125344,0,14086
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,2,7,0,90,0,5.2,0.5,0,4.5,516200,0,4975
2018-19,Jordan Pickford,GK,Everton,6,20,1,90,0,3.8,0.4,0,4.9,831097,0,17945
2018-19,Lukasz Fabianski,GK,West Ham,9,31,1,90,2,35.2,4.5,4,4.7,901270,0,1469
2018-19,Hugo Lloris,GK,Spurs,4,24,0,90,0,46.6,4.7,6,5.4,393877,0,10847
2018-19,Jonas Lössl,GK,Everton,0,12,0,90,0,18.8,1.9,2,4.4,98514,0,368
2018-19,Alisson Ramses Becker,GK,Liverpool,6,28,1,90,0,11.0,1.1,1,5.9,1484167,0,25763
2018-19,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,8.2,0.8,1,5.6,1353189,0,20819
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,2,9,0,90,0,2.4,0.2,0,4.5,518223,0,23124
2018-19,Bernd Leno,GK,Arsenal,1,4,0,90,0,0.0,0.0,0,4.9,263807,0,51276
2018-19,Mathew Ryan,GK,Brighton,3,17,0,90,0,23.6,2.4,4,4.4,328771,0,4299
2018-19,Angus Gunn,GK,Norwich,3,15,0,90,0,26.8,2.7,3,4.3,64732,0,16781
2018-19,Hugo Lloris,GK,Spurs,6,24,1,90,0,12.2,1.2,1,5.4,395439,0,25156
2018-19,Ben Foster,GK,Watford,3,16,0,90,0,24.8,2.5,3,4.6,595031,0,128986
2018-19,Tom Heaton,GK,Man Utd,2,19,0,90,0,42.4,4.2,6,4.8,33381,0,774
2018-19,Kepa Arrizabalaga,GK,Chelsea,1,11,0,90,0,12.8,1.3,1,5.4,323616,0,6346
2018-19,Vicente Guaita,GK,Crystal Palace,2,14,0,90,0,18.6,1.9,3,4.2,112091,0,11722
2018-19,Bernd Leno,GK,Arsenal,2,15,0,90,0,31.4,3.1,4,4.9,263807,0,51276
2018-19,Alisson Ramses Becker,GK,Liverpool,6,24,1,90,0,15.8,1.6,2,5.9,1461026,0,19790
2018-19,Jordan Pickford,GK,Everton,6,23,1,90,0,7.4,0.7,1,4.9,813195,0,9146
2018-19,Martin Dubravka,GK,Newcastle,3,14,0,90,0,23.4,2.3,3,5.0,57324,0,3783
2018-19,Angus Gunn,GK,Norwich,1,14,0,90,0,11.0,1.1,2,4.3,64732,0,16781
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,6,19,1,90,0,2.0,0.2,0,4.5,518223,0,23124
2018-19,Ben Foster,GK,Watford,2,15,0,90,0,17.0,1.7,2,4.6,595031,0,128986
2018-19,Lukasz Fabianski,GK,West Ham,2,15,0,90,0,14.8,1.5,3,4.7,910849,0,2782
2018-19,Kasper Schmeichel,GK,Leicester,1,11,0,90,0,12.2,1.2,1,5.0,311979,0,1169
2018-19,Mathew Ryan,GK,Brighton,9,32,1,90,2,38.8,3.9,5,4.4,328771,0,4299
2018-19,Jonas Lössl,GK,Everton,2,17,0,90,0,33.8,3.4,4,4.4,99383,0,551
2018-19,Paulo Gazzaniga,GK,Spurs,3,16,0,90,0,27.2,2.7,3,4.5,2596,0,22
2018-19,Ederson Santana de Moraes,GK,Man City,9,28,1,90,2,35.4,3.5,4,5.6,1353189,0,20819
2018-19,Mathew Ryan,GK,Brighton,1,10,0,90,0,11.2,1.1,1,4.4,358894,0,169400
2018-19,Ben Foster,GK,Watford,3,17,0,90,0,20.0,2.0,5,4.6,455853,0,99544
2018-19,Bernd Leno,GK,Arsenal,6,24,1,90,0,16.4,1.6,2,4.9,209355,0,32881
2018-19,Kepa Arrizabalaga,GK,Chelsea,2,21,0,90,0,43.6,4.4,5,5.4,333569,0,3392
2018-19,Alisson Ramses Becker,GK,Liverpool,7,27,1,90,0,28.4,2.8,3,5.9,1463770,0,5064
2018-19,Vicente Guaita,GK,Crystal Palace,2,17,0,90,0,23.0,2.3,4,4.2,108447,0,10521
2018-19,Ederson Santana de Moraes,GK,Man City,2,12,0,90,0,18.4,1.8,2,5.6,1364728,0,33422
2018-19,Lukasz Fabianski,GK,West Ham,1,12,0,90,0,13.6,1.4,2,4.8,961474,0,1228
2018-19,Angus Gunn,GK,Norwich,2,10,0,90,0,5.6,0.6,1,4.3,47977,0,28904
2018-19,Jordan Pickford,GK,Everton,2,16,0,90,0,25.6,2.6,3,4.9,829436,0,24418
2018-19,Mathew Ryan,GK,Brighton,0,13,0,90,0,13.8,1.4,2,4.4,358894,0,169400
2018-19,Tom Heaton,GK,Man Utd,7,24,1,90,1,10.4,1.0,2,4.8,36097,0,1449
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,2,13,0,90,0,21.6,2.2,3,4.5,502919,0,14503
2018-19,Hugo Lloris,GK,Spurs,6,21,1,90,0,6.4,0.6,1,5.4,378125,0,75456
2018-19,Martin Dubravka,GK,Newcastle,9,31,1,90,2,41.6,4.2,5,5.0,56217,0,617
2018-19,Kasper Schmeichel,GK,Leicester,2,14,0,90,0,34.0,3.4,4,5.0,325818,0,2595
2018-19,Kepa Arrizabalaga,GK,Chelsea,5,21,1,90,0,15.0,1.5,2,5.4,384010,0,31892
2018-19,Lukasz Fabianski,GK,West Ham,2,20,0,90,0,44.8,4.5,5,4.8,1058484,0,3340
2018-19,Bernd Leno,GK,Arsenal,3,20,0,90,0,41.4,4.1,5,4.8,201274,0,38855
2018-19,Jordan Pickford,GK,Everton,7,23,1,90,1,15.8,1.6,2,4.9,815452,0,20563
2018-19,Vicente Guaita,GK,Crystal Palace,10,32,1,90,3,32.2,3.2,5,4.2,116285,0,12935
2018-19,Tom Heaton,GK,Man Utd,2,12,0,90,0,14.4,1.4,2,4.8,37627,0,1830
2018-19,Kasper Schmeichel,GK,Leicester,3,15,0,90,0,30.4,3.0,3,5.0,349485,0,37611
2018-19,Martin Dubravka,GK,Newcastle,2,7,0,90,0,2.8,0.3,0,5.0,64745,0,7838
2018-19,Alisson Ramses Becker,GK,Liverpool,2,12,0,90,0,4.8,0.5,0,5.9,1501921,0,30934
2018-19,Angus Gunn,GK,Norwich,1,12,0,90,0,13.4,1.3,2,4.3,30200,0,6276
2018-19,Mathew Ryan,GK,Brighton,1,11,0,90,0,11.6,1.2,1,4.4,209682,0,22281
2018-19,Hugo Lloris,GK,Spurs,6,26,1,90,0,15.0,1.5,1,5.4,324472,0,7588
2018-19,Ederson Santana de Moraes,GK,Man City,6,24,1,90,0,9.6,1.0,1,5.6,1443255,0,111832
2018-19,Kepa Arrizabalaga,GK,Chelsea,6,21,1,90,0,6.8,0.7,1,5.4,405674,0,68198
2018-19,Vicente Guaita,GK,Crystal Palace,3,27,0,90,0,63.2,6.3,8,4.2,99208,0,8769
2018-19,Ben Foster,GK,Watford,4,21,0,90,0,46.6,4.7,6,4.6,397612,0,20585
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,3,14,0,90,0,28.8,2.9,3,4.5,516531,0,19210
2018-19,Martin Dubravka,GK,Newcastle,1,12,0,90,0,9.2,0.9,1,5.0,51836,0,981
2018-19,Bernd Leno,GK,Arsenal,6,23,1,90,0,10.2,1.0,1,4.8,156501,0,13360
2018-19,Alisson Ramses Becker,GK,Liverpool,2,12,0,90,0,11.6,1.2,1,5.9,1443008,0,4917
2018-19,Hugo Lloris,GK,Spurs,1,7,0,90,0,16.6,1.7,2,5.4,324472,0,7588
2018-19,Kepa Arrizabalaga,GK,Chelsea,2,13,0,90,0,12.6,1.3,2,5.4,405674,0,68198
2018-19,Lukasz Fabianski,GK,West Ham,3,22,0,90,0,55.6,5.6,7,4.8,1009267,0,3191
2018-19,Jordan Pickford,GK,Everton,6,23,1,90,0,7.4,0.7,1,4.9,789294,0,17786
2018-19,Ben Foster,GK,Watford,2,14,0,90,0,27.8,2.8,3,4.6,397612,0,20585
2018-19,Angus Gunn,GK,Norwich,6,23,1,90,0,6.8,0.7,1,4.3,24528,0,5486
2018-19,Mathew Ryan,GK,Brighton,2,10,0,90,0,11.8,1.2,1,4.4,209682,0,22281
2018-19,Vicente Guaita,GK,Crystal Palace,9,33,1,90,2,42.8,4.3,5,4.2,99208,0,8769
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,1,7,0,90,0,2.0,0.2,0,4.5,516531,0,19210
2018-19,Tom Heaton,GK,Man Utd,6,22,1,90,0,11.8,1.2,1,4.8,33601,0,535
2018-19,Kasper Schmeichel,GK,Leicester,6,27,1,90,0,18.4,1.8,2,5.0,296403,0,3441
2018-19,Ederson Santana de Moraes,GK,Man City,6,20,1,90,0,4.6,0.5,0,5.6,1443255,0,111832
2018-19,Kepa Arrizabalaga,GK,Chelsea,11,35,0,90,3,63.2,6.3,6,5.4,312068,1,14156
2018-19,Jordan Pickford,GK,Everton,9,31,1,90,2,27.0,2.7,5,4.9,810152,0,17696
2018-19,Alisson Ramses Becker,GK,Liverpool,2,8,0,90,0,4.8,0.5,1,6.0,1503506,0,19308
2018-19,Martin Dubravka,GK,Newcastle,1,9,0,90,0,2.8,0.3,0,5.0,70339,0,3963
2018-19,Tom Heaton,GK,Man Utd,1,11,0,90,0,14.0,1.8,2,4.8,53915,0,3501
2018-19,Jonas Lössl,GK,Everton,0,9,0,90,0,7.4,2.1,1,4.4,133846,0,4186
2018-19,Lukasz Fabianski,GK,West Ham,1,11,0,90,0,19.0,1.9,2,4.8,1384097,0,74732
2018-19,Kasper Schmeichel,GK,Leicester,2,11,0,90,0,10.8,1.1,1,5.0,329816,0,11628
2018-19,Bernd Leno,GK,Arsenal,9,29,1,90,2,31.2,3.1,4,4.8,146874,0,2521
2018-19,Kepa Arrizabalaga,GK,Chelsea,2,7,0,90,0,4.8,0.5,0,5.4,271379,0,3537
2018-19,Rui Pedro dos Santos Patrício,GK,Wolves,3,17,0,90,0,35.0,3.5,5,4.5,532552,0,3292
2018-19,Tom Heaton,GK,Man Utd,0,8,0,90,0,5.8,0.6,1,4.8,36246,0,866
2018-19,Alisson Ramses Becker,GK,Liverpool,0,7,0,90,0,5.4,0.5,0,6.0,1538788,0,18198
2018-19,Ben Foster,GK,Watford,2,21,0,90,0,42.0,4.2,5,4.6,394212,0,4565
2018-19,Ederson Santana de Moraes,GK,Man City,2,9,0,90,0,2.2,0.2,0,5.6,1326184,0,35230
2018-19,Angus Gunn,GK,Norwich,3,16,0,90,0,22.4,2.2,4,4.3,18559,0,4189
2018-19,Martin Dubravka,GK,Newcastle,1,8,0,90,0,8.4,0.8,1,5.0,58946,0,2295
2018-19,Lukasz Fabianski,GK,West Ham,2,18,0,90,0,39.2,3.9,5,4.8,1103881,0,43694
2018-19,Hugo Lloris,GK,Spurs,1,12,0,90,0,11.6,1.2,2,5.5,338459,0,9121
2018-19,Jonas Lössl,GK,Everton,1,13,0,90,0,18.2,1.8,2,4.4,114400,0,2805
2018-19,Kasper Schmeichel,GK,Leicester,2,10,0,90,0,19.8,2.0,2,5.0,299720,0,6639
2018-19,Jordan Pickford,GK,Everton,7,23,0,90,0,37.0,3.7,4,4.9,781368,1,6759
2018-19,Vicente Guaita,GK,Crystal Palace,1,10,0,90,0,7.2,0.7,1,4.2,101328,0,1898
2018-19,Mathew Ryan,GK,Brighton,1,8,0,90,0,12.8,1.3,2,4.4,193158,0,5774
2018-19,Jordan Pickford,GK,Everton,7,29,1,90,0,22.4,2.2,3,4.9,779225,0,2302
2018-19,Alisson Ramses Becker,GK,Liverpool,8,31,1,90,1,29.4,2.9,3,6.0,1526259,0,14572
2018-19,Kepa Arrizabalaga,GK,Chelsea,3,22,0,90,0,29.6,3.0,4,5.5,272808,0,1679
2018-19,Ben Foster,GK,Watford,2,11,0,90,0,8.2,0.8,1,4.6,404324,0,10704
2018-19,Kasper Schmeichel,GK,Leicester,2,13,0,90,0,24.8,2.5,3,5.0,295811,0,3015
2018-19,Lukasz Fabianski,GK,West Ham,6,25,1,90,0,16.4,1.6,2,4.7,1065893,0,36509
